,model,sequence,activationDense,optimizer,dropout1,units,epochs,batchsize,validation_split,RMSE,MSE,MAE,Time
0,LSTM,6h,tanh,adadelta,0.40519643149940265,40,68,45,0.1,0.9808908104896545,0.9621467590332031,0.6841959357261658,89.1095700263977
0,LSTM,6h,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.8295283317565918,0.6881172060966492,0.4820516109466553,173.8960039615631
0,LSTM,6h,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1156100034713745,1.2445857524871826,0.9210489988327026,88.27953171730042
0,LSTM,6h,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.0774469375610352,1.1608920097351074,0.882122278213501,171.20195198059082
0,LSTM,6h,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.5975090265274048,0.35701707005500793,0.19446417689323425,88.11387300491333
0,LSTM,6h,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.5926877856254578,0.3512788414955139,0.18934471905231476,146.72795796394348
0,LSTM,6h,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.7669166326522827,0.5881611108779907,0.5114516615867615,88.48160099983215
0,LSTM,6h,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.7644665837287903,0.5844091773033142,0.5090528726577759,170.76853561401367
0,LSTM,12h,tanh,adam,0.40519643149940265,40,68,45,0.1,0.7776463031768799,0.6047337651252747,0.29265719652175903,97.28828144073486
0,LSTM,12h,tanh,adam,0.11814836227952394,55,36,9,0.2,0.7730593681335449,0.5976207852363586,0.2832097113132477,278.48469734191895
0,LSTM,12h,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.9010372757911682,0.8118681311607361,0.6051086187362671,156.2325563430786
0,LSTM,12h,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.8496289253234863,0.7218692898750305,0.5524633526802063,321.54596757888794
0,LSTM,12h,tanh,adadelta,0.40519643149940265,40,68,45,0.1,0.9756852984428406,0.9519618153572083,0.6766454577445984,158.29453372955322
0,LSTM,12h,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.8227824568748474,0.6769710183143616,0.4830144941806793,324.0750644207001
0,LSTM,12h,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.11149263381958,1.2354159355163574,0.9168903231620789,163.17893505096436
0,LSTM,12h,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.0925941467285156,1.193761944770813,0.8968250155448914,323.8963716030121
0,LSTM,12h,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.6588313579559326,0.4340587854385376,0.258587509393692,72.93636870384216
0,LSTM,12h,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.7749225497245789,0.600504994392395,0.29710814356803894,323.77091455459595
0,LSTM,12h,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.828114926815033,0.6857743263244629,0.5579071640968323,166.01413583755493
0,LSTM,12h,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.8835198879241943,0.7806073427200317,0.601763129234314,329.16143250465393
0,LSTM,1d,tanh,adam,0.40519643149940265,40,68,45,0.1,0.8575136065483093,0.7353295683860779,0.3892578184604645,94.87232208251953
0,LSTM,1d,tanh,adam,0.11814836227952394,55,36,9,0.2,0.8976910710334778,0.8058492541313171,0.3919118344783783,602.3874583244324
0,LSTM,1d,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.9197967648506165,0.8460261225700378,0.6309073567390442,253.6297149658203
0,LSTM,1d,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.9761947393417358,0.9529561996459961,0.6711319088935852,606.6077654361725
0,LSTM,1d,tanh,adadelta,0.40519643149940265,40,68,45,0.1,0.9536092281341553,0.9093705415725708,0.6550791263580322,283.50412583351135
0,LSTM,1d,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.8439153432846069,0.7121931314468384,0.5098267197608948,608.9561471939087
0,LSTM,1d,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1094731092453003,1.2309305667877197,0.9131717681884766,281.46847128868103
0,LSTM,1d,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.0944405794143677,1.1978001594543457,0.897269070148468,562.3713281154633
0,LSTM,1d,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.8296540975570679,0.6883259415626526,0.38895076513290405,77.334885597229
0,LSTM,1d,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.8722846508026123,0.7608805298805237,0.3807983994483948,400.83725786209106
0,LSTM,1d,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.9309290647506714,0.8666289448738098,0.6318729519844055,280.67818784713745
0,LSTM,1d,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.9379711747169495,0.8797898888587952,0.6455017328262329,571.1410245895386
0,LSTM,3d,tanh,adam,0.40519643149940265,40,68,45,0.1,0.9933394193649292,0.9867232441902161,0.5339332818984985,163.69914937019348
0,LSTM,3d,tanh,adam,0.11814836227952394,55,36,9,0.2,1.0083587169647217,1.0167872905731201,0.5364437699317932,558.6593346595764
0,LSTM,3d,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.9968599081039429,0.9937296509742737,0.6863296031951904,965.790694475174
0,LSTM,3d,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.9968476295471191,0.9937052130699158,0.6861999034881592,1521.076640844345
0,LSTM,3d,tanh,adadelta,0.40519643149940265,40,68,45,0.1,0.9770594239234924,0.9546451568603516,0.6632429957389832,1001.7487716674805
0,LSTM,3d,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.9406375288963318,0.8847990036010742,0.6120797991752625,1523.2913496494293
0,LSTM,3d,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1123573780059814,1.237338900566101,0.9118484258651733,1012.0301132202148
0,LSTM,3d,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.1112923622131348,1.2349706888198853,0.909493088722229,1524.1113595962524
0,LSTM,3d,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.9866722226142883,0.9735221266746521,0.5275164842605591,189.3432776927948
0,LSTM,3d,tanh,adamax,0.11814836227952394,55,36,9,0.2,1.0161161422729492,1.03249192237854,0.5237600803375244,707.2453815937042
0,LSTM,3d,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.9968583583831787,0.9937266111373901,0.6863368153572083,963.6103754043579
0,LSTM,3d,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.9968437552452087,0.9936975240707397,0.686190664768219,1727.5521295070648
0,LSTM,7d,tanh,adam,0.40519643149940265,40,68,45,0.1,1.1468639373779297,1.3152967691421509,0.6438477635383606,1682.1987023353577
0,LSTM,7d,tanh,adam,0.11814836227952394,55,36,9,0.2,1.1584973335266113,1.342116117477417,0.6489229798316956,2014.745056629181
0,LSTM,7d,sigmoid,adam,0.40519643149940265,40,68,45,0.1,1.0230247974395752,1.0465797185897827,0.6894212365150452,1707.1715667247772
0,LSTM,7d,sigmoid,adam,0.11814836227952394,55,36,9,0.2,1.0229825973510742,1.046493411064148,0.6893155574798584,3504.303931236267
0,LSTM,7d,tanh,adadelta,0.40519643149940265,40,68,45,0.1,1.0333560705184937,1.0678248405456543,0.6907539367675781,1653.1658599376678
0,LSTM,7d,tanh,adadelta,0.11814836227952394,55,36,9,0.2,1.0838342905044556,1.174696683883667,0.7239668965339661,3482.5707383155823
0,LSTM,7d,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1321041584014893,1.2816598415374756,0.913087785243988,1637.7548382282257
0,LSTM,7d,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.119766354560852,1.2538765668869019,0.8974874019622803,3482.1177275180817
0,LSTM,7d,tanh,adamax,0.40519643149940265,40,68,45,0.1,1.1548672914505005,1.3337184190750122,0.6645371913909912,1262.1854693889618
0,LSTM,7d,tanh,adamax,0.11814836227952394,55,36,9,0.2,1.16013503074646,1.3459134101867676,0.653456449508667,1424.8833267688751
0,LSTM,7d,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,1.0230401754379272,1.0466113090515137,0.6894767880439758,1665.0534462928772
0,LSTM,7d,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,1.0229742527008057,1.0464762449264526,0.6893006563186646,3432.49423289299
0,GRU,1h,tanh,adam,0.40519643149940265,40,68,45,0.1,0.5823445320129395,0.3391251564025879,0.16028958559036255,30.32288146018982
0,GRU,1h,tanh,adam,0.11814836227952394,55,36,9,0.2,0.5816503167152405,0.3383170962333679,0.15413618087768555,58.817262411117554
0,GRU,1h,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.7517591118812561,0.5651417970657349,0.4831750988960266,29.47386884689331
0,GRU,1h,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.7516868114471436,0.5650330185890198,0.48320624232292175,60.4005651473999
0,GRU,1h,tanh,adadelta,0.40519643149940265,40,68,45,0.1,1.0171387195587158,1.0345711708068848,0.7161128520965576,28.98744297027588
0,GRU,1h,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.9426509737968445,0.8885908126831055,0.6401380896568298,58.58254289627075
0,GRU,1h,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.109183669090271,1.2302885055541992,0.9152853488922119,29.0505051612854
0,GRU,1h,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.0851516723632812,1.1775541305541992,0.8919522166252136,59.125470876693726
0,GRU,1h,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.5836729407310486,0.3406740725040436,0.16208943724632263,18.75528335571289
0,GRU,1h,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.5818670392036438,0.3385692238807678,0.15424658358097076,58.51086139678955
0,GRU,1h,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.7516688108444214,0.5650059580802917,0.48420190811157227,29.92873191833496
0,GRU,1h,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.7516189813613892,0.5649310946464539,0.4828959107398987,59.047602891922
0,GRU,3h,tanh,adam,0.40519643149940265,40,68,45,0.1,0.5867792963981628,0.3443099558353424,0.1646173596382141,53.84108328819275
0,GRU,3h,tanh,adam,0.11814836227952394,55,36,9,0.2,0.5859218835830688,0.34330448508262634,0.1723545789718628,49.02683734893799
0,GRU,3h,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.7642466425895691,0.5840728878974915,0.4952321946620941,55.7631356716156
0,GRU,3h,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.7675526738166809,0.589137077331543,0.4969395697116852,114.3955659866333
0,GRU,3h,tanh,adadelta,0.40519643149940265,40,68,45,0.1,0.9734342694282532,0.9475743174552917,0.6785956621170044,54.31034302711487
0,GRU,3h,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.9009876847267151,0.8117788434028625,0.5995643138885498,112.655020236969
0,GRU,3h,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1116310358047485,1.2357234954833984,0.917509138584137,55.4357807636261
0,GRU,3h,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.0991582870483398,1.2081489562988281,0.9039513468742371,114.53077507019043
0,GRU,3h,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.587211012840271,0.34481677412986755,0.172213613986969,36.559377908706665
0,GRU,3h,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.5843241214752197,0.34143465757369995,0.16530078649520874,58.06269812583923
0,GRU,3h,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.7556336522102356,0.5709822177886963,0.4916391372680664,54.99783754348755
0,GRU,3h,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.7567277550697327,0.5726369023323059,0.4931601583957672,113.31456589698792
0,GRU,6h,tanh,adam,0.40519643149940265,40,68,45,0.1,0.5930963158607483,0.3517632484436035,0.18177472054958344,69.33568620681763
0,GRU,6h,tanh,adam,0.11814836227952394,55,36,9,0.2,0.5920833945274353,0.35056278109550476,0.1802358776330948,81.67205429077148
0,GRU,6h,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.7612972855567932,0.5795735120773315,0.5046748518943787,92.3845694065094
0,GRU,6h,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.7733004093170166,0.5979934930801392,0.508861780166626,192.367205619812
0,GRU,6h,tanh,adadelta,0.40519643149940265,40,68,45,0.1,0.9270270466804504,0.8593791723251343,0.6350464224815369,91.26407361030579
0,GRU,6h,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.8286671042442322,0.6866891980171204,0.520012378692627,190.9497594833374
0,GRU,6h,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.0989272594451904,1.2076412439346313,0.9056746363639832,92.91871929168701
0,GRU,6h,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.089424729347229,1.1868462562561035,0.8957905769348145,190.12778568267822
0,GRU,6h,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.5907507538795471,0.3489864468574524,0.17995098233222961,69.06371903419495
0,GRU,6h,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.5875268578529358,0.34518781304359436,0.1736513376235962,101.70372176170349
0,GRU,6h,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.7609136700630188,0.5789896249771118,0.5004132390022278,93.11560082435608
0,GRU,6h,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.7597588896751404,0.577233612537384,0.49933338165283203,189.12827682495117
0,GRU,12h,tanh,adam,0.40519643149940265,40,68,45,0.1,0.6078776121139526,0.36951521039009094,0.20816707611083984,73.99497961997986
0,GRU,12h,tanh,adam,0.11814836227952394,55,36,9,0.2,0.6168820858001709,0.3805435299873352,0.21523065865039825,139.44272685050964
0,GRU,12h,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.9075278639793396,0.8236068487167358,0.6108006238937378,165.44869828224182
0,GRU,12h,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.8859917521476746,0.784981369972229,0.5834432244300842,352.48098826408386
0,GRU,12h,tanh,adadelta,0.40519643149940265,40,68,45,0.1,0.9745211601257324,0.9496915340423584,0.6788467168807983,164.49325609207153
0,GRU,12h,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.938282310962677,0.8803736567497253,0.6326835751533508,350.4732291698456
0,GRU,12h,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.118651032447815,1.2513800859451294,0.923332154750824,164.11080074310303
0,GRU,12h,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.0897490978240967,1.18755304813385,0.8932532072067261,351.1460087299347
0,GRU,12h,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.6027005910873413,0.3632480204105377,0.19984173774719238,96.05110597610474
0,GRU,12h,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.6708640456199646,0.45005854964256287,0.2497151792049408,349.9762351512909
0,GRU,12h,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.7790827751159668,0.6069700121879578,0.5263664126396179,164.49348998069763
0,GRU,12h,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.8189464807510376,0.6706733107566833,0.5516618490219116,349.2170240879059
0,GRU,1d,tanh,adam,0.40519643149940265,40,68,45,0.1,0.6908989548683167,0.4773413836956024,0.2877071499824524,53.778528690338135
0,GRU,1d,tanh,adam,0.11814836227952394,55,36,9,0.2,0.6900491118431091,0.47616779804229736,0.2784217298030853,202.80041694641113
0,GRU,1d,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.9317084550857544,0.8680806756019592,0.6338111162185669,283.308287858963
0,GRU,1d,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.9871897101402283,0.974543571472168,0.6896584630012512,662.8875730037689
0,GRU,1d,tanh,adadelta,0.40519643149940265,40,68,45,0.1,1.0157585144042969,1.031765341758728,0.7071477770805359,283.5206711292267
0,GRU,1d,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.9534252285957336,0.9090196490287781,0.6326573491096497,648.0484073162079
0,GRU,1d,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1143041849136353,1.2416738271713257,0.9186732172966003,283.69112038612366
0,GRU,1d,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.1077066659927368,1.2270139455795288,0.9098169207572937,659.218207359314
0,GRU,1d,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.6787289381027222,0.46067294478416443,0.27985090017318726,81.1926691532135
0,GRU,1d,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.6573823094367981,0.4321514666080475,0.2567562758922577,204.0517075061798
0,GRU,1d,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.9082046151161194,0.8248356580734253,0.6194894313812256,283.4575936794281
0,GRU,1d,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.923961877822876,0.8537055253982544,0.6303666234016418,651.64852643013
0,GRU,3d,tanh,adam,0.40519643149940265,40,68,45,0.1,0.9866006374359131,0.9733808636665344,0.5390348434448242,153.90134501457214
0,GRU,3d,tanh,adam,0.11814836227952394,55,36,9,0.2,0.9695830941200256,0.9400914311408997,0.5461888313293457,547.9326717853546
0,GRU,3d,sigmoid,adam,0.40519643149940265,40,68,45,0.1,0.9968271255493164,0.9936642646789551,0.6862266659736633,908.5840327739716
0,GRU,3d,sigmoid,adam,0.11814836227952394,55,36,9,0.2,0.9968429207801819,0.9936957955360413,0.6861892342567444,1643.392021894455
0,GRU,3d,tanh,adadelta,0.40519643149940265,40,68,45,0.1,1.0361566543579102,1.0736206769943237,0.7125433683395386,911.485524892807
0,GRU,3d,tanh,adadelta,0.11814836227952394,55,36,9,0.2,0.9687530994415283,0.9384825229644775,0.6410433650016785,1631.1546838283539
0,GRU,3d,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1018011569976807,1.2139657735824585,0.903058648109436,905.6367120742798
0,GRU,3d,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.1049504280090332,1.2209153175354004,0.9025127291679382,1647.4934480190277
0,GRU,3d,tanh,adamax,0.40519643149940265,40,68,45,0.1,0.9892217516899109,0.9785597324371338,0.539771556854248,529.8658058643341
0,GRU,3d,tanh,adamax,0.11814836227952394,55,36,9,0.2,0.989791214466095,0.9796866774559021,0.5533665418624878,684.8749639987946
0,GRU,3d,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,0.9968403577804565,0.9936906695365906,0.6862296462059021,865.2246866226196
0,GRU,3d,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,0.996842622756958,0.9936952590942383,0.686187207698822,1635.3623416423798
0,GRU,7d,tanh,adam,0.40519643149940265,40,68,45,0.1,1.14065420627594,1.3010921478271484,0.651423990726471,593.1951131820679
0,GRU,7d,tanh,adam,0.11814836227952394,55,36,9,0.2,1.1417946815490723,1.3036952018737793,0.6701912879943848,1273.9686002731323
0,GRU,7d,sigmoid,adam,0.40519643149940265,40,68,45,0.1,1.0229926109313965,1.0465139150619507,0.6893465518951416,1661.805815935135
0,GRU,7d,sigmoid,adam,0.11814836227952394,55,36,9,0.2,1.0229754447937012,1.0464787483215332,0.6893022060394287,3257.5765478610992
0,GRU,7d,tanh,adadelta,0.40519643149940265,40,68,45,0.1,1.0382477045059204,1.077958345413208,0.6936674118041992,1678.5151374340057
0,GRU,7d,tanh,adadelta,0.11814836227952394,55,36,9,0.2,1.057644009590149,1.1186108589172363,0.6943644881248474,3252.168182373047
0,GRU,7d,sigmoid,adadelta,0.40519643149940265,40,68,45,0.1,1.1216627359390259,1.258127212524414,0.9028929471969604,1814.725310087204
0,GRU,7d,sigmoid,adadelta,0.11814836227952394,55,36,9,0.2,1.1248836517333984,1.2653632164001465,0.902091920375824,3256.1397848129272
0,GRU,7d,tanh,adamax,0.40519643149940265,40,68,45,0.1,1.1418818235397339,1.30389404296875,0.6503732204437256,968.2555317878723
0,GRU,7d,tanh,adamax,0.11814836227952394,55,36,9,0.2,1.1632928848266602,1.3532503843307495,0.6568300724029541,1178.3893194198608
0,GRU,7d,sigmoid,adamax,0.40519643149940265,40,68,45,0.1,1.0229703187942505,1.0464683771133423,0.6893429756164551,1643.7634372711182
0,GRU,7d,sigmoid,adamax,0.11814836227952394,55,36,9,0.2,1.022975206375122,1.0464781522750854,0.689298689365387,3255.470086336136
