PM25,Anomaly,Time,Model
3,FALSE,2021-01-02T12:25:38Z,GRU
7,FALSE,2021-01-02T11:35:38Z,DNN
8,FALSE,2021-01-02T11:45:38Z,DNN
1,FALSE,2021-01-02T11:55:38Z,DNN
7,FALSE,2021-01-02T12:05:38Z,DNN
1,FALSE,2021-01-02T12:15:38Z,DNN
3,FALSE,2021-01-02T12:25:38Z,DNN
7,FALSE,2021-01-02T11:35:38Z,Isolation Forest
8,FALSE,2021-01-02T11:45:38Z,Isolation Forest
1,FALSE,2021-01-02T11:55:38Z,Isolation Forest
7,FALSE,2021-01-02T12:05:38Z,Isolation Forest
1,FALSE,2021-01-02T12:15:38Z,Isolation Forest
3,FALSE,2021-01-02T12:25:38Z,Isolation Forest
4,FALSE,2021-01-02T12:35:57Z,LSTM
1,FALSE,2021-01-02T12:45:57Z,LSTM
1,FALSE,2021-01-02T12:55:57Z,LSTM
1,FALSE,2021-01-02T13:05:57Z,LSTM
3,FALSE,2021-01-02T13:15:57Z,LSTM
7,TRUE,2021-01-02T13:25:57Z,LSTM
4,FALSE,2021-01-02T12:35:57Z,DNN
1,FALSE,2021-01-02T12:45:57Z,DNN
1,FALSE,2021-01-02T12:55:57Z,DNN
1,FALSE,2021-01-02T13:05:57Z,DNN
3,FALSE,2021-01-02T13:15:57Z,DNN
7,TRUE,2021-01-02T13:25:57Z,DNN
4,FALSE,2021-01-02T12:35:57Z,GRU
1,FALSE,2021-01-02T12:45:57Z,GRU
1,FALSE,2021-01-02T12:55:57Z,GRU
1,FALSE,2021-01-02T13:05:57Z,GRU
3,FALSE,2021-01-02T13:15:57Z,GRU
7,TRUE,2021-01-02T13:25:57Z,GRU
4,FALSE,2021-01-02T12:35:57Z,Isolation Forest
1,FALSE,2021-01-02T12:45:57Z,Isolation Forest
1,FALSE,2021-01-02T12:55:57Z,Isolation Forest
1,FALSE,2021-01-02T13:05:57Z,Isolation Forest
3,FALSE,2021-01-02T13:15:57Z,Isolation Forest
7,FALSE,2021-01-02T13:25:57Z,Isolation Forest
4,FALSE,2021-01-02T13:36:17Z,LSTM
1,TRUE,2021-01-02T13:46:17Z,LSTM
4,FALSE,2021-01-02T13:56:17Z,LSTM
5,FALSE,2021-01-02T14:06:17Z,LSTM
6,FALSE,2021-01-02T14:16:17Z,LSTM
3,FALSE,2021-01-02T14:26:17Z,LSTM
4,FALSE,2021-01-02T13:36:17Z,GRU
1,TRUE,2021-01-02T13:46:17Z,GRU
4,FALSE,2021-01-02T13:56:17Z,GRU
5,FALSE,2021-01-02T14:06:17Z,GRU
6,FALSE,2021-01-02T14:16:17Z,GRU
3,FALSE,2021-01-02T14:26:17Z,GRU
4,FALSE,2021-01-02T13:36:17Z,DNN
1,TRUE,2021-01-02T13:46:17Z,DNN
4,FALSE,2021-01-02T13:56:17Z,DNN
5,FALSE,2021-01-02T14:06:17Z,DNN
6,FALSE,2021-01-02T14:16:17Z,DNN
3,FALSE,2021-01-02T14:26:17Z,DNN
4,FALSE,2021-01-02T13:36:17Z,Isolation Forest
1,FALSE,2021-01-02T13:46:17Z,Isolation Forest
4,FALSE,2021-01-02T13:56:17Z,Isolation Forest
5,FALSE,2021-01-02T14:06:17Z,Isolation Forest
6,FALSE,2021-01-02T14:16:17Z,Isolation Forest
3,FALSE,2021-01-02T14:26:17Z,Isolation Forest
4,FALSE,2021-01-02T14:36:33Z,LSTM
9,TRUE,2021-01-02T14:46:41Z,LSTM
7,FALSE,2021-01-02T14:56:41Z,LSTM
6,FALSE,2021-01-02T15:06:41Z,LSTM
7,FALSE,2021-01-02T15:16:41Z,LSTM
4,FALSE,2021-01-02T15:26:41Z,LSTM
4,FALSE,2021-01-02T14:36:33Z,GRU
9,TRUE,2021-01-02T14:46:41Z,GRU
7,FALSE,2021-01-02T14:56:41Z,GRU
6,FALSE,2021-01-02T15:06:41Z,GRU
7,FALSE,2021-01-02T15:16:41Z,GRU
4,FALSE,2021-01-02T15:26:41Z,GRU
4,FALSE,2021-01-02T14:36:33Z,DNN
9,FALSE,2021-01-02T14:46:41Z,DNN
7,FALSE,2021-01-02T14:56:41Z,DNN
6,FALSE,2021-01-02T15:06:41Z,DNN
7,FALSE,2021-01-02T15:16:41Z,DNN
4,FALSE,2021-01-02T15:26:41Z,DNN
4,FALSE,2021-01-02T14:36:33Z,Isolation Forest
9,FALSE,2021-01-02T14:46:41Z,Isolation Forest
7,FALSE,2021-01-02T14:56:41Z,Isolation Forest
6,FALSE,2021-01-02T15:06:41Z,Isolation Forest
7,FALSE,2021-01-02T15:16:41Z,Isolation Forest
4,FALSE,2021-01-02T15:26:41Z,Isolation Forest
4,FALSE,2021-01-02T15:37:01Z,LSTM
6,FALSE,2021-01-02T15:47:01Z,LSTM
15,FALSE,2021-01-02T15:57:01Z,LSTM
14,FALSE,2021-01-02T16:07:01Z,LSTM
28,TRUE,2021-01-02T16:17:01Z,LSTM
7,FALSE,2021-01-02T16:27:01Z,LSTM
4,FALSE,2021-01-02T15:37:01Z,GRU
6,FALSE,2021-01-02T15:47:01Z,GRU
15,FALSE,2021-01-02T15:57:01Z,GRU
14,FALSE,2021-01-02T16:07:01Z,GRU
28,TRUE,2021-01-02T16:17:01Z,GRU
7,FALSE,2021-01-02T16:27:01Z,GRU
4,TRUE,2021-01-02T15:37:01Z,DNN
6,FALSE,2021-01-02T15:47:01Z,DNN
15,FALSE,2021-01-02T15:57:01Z,DNN
14,FALSE,2021-01-02T16:07:01Z,DNN
28,FALSE,2021-01-02T16:17:01Z,DNN
7,FALSE,2021-01-02T16:27:01Z,DNN
4,FALSE,2021-01-02T15:37:01Z,Isolation Forest
6,FALSE,2021-01-02T15:47:01Z,Isolation Forest
15,FALSE,2021-01-02T15:57:01Z,Isolation Forest
14,FALSE,2021-01-02T16:07:01Z,Isolation Forest
28,FALSE,2021-01-02T16:17:01Z,Isolation Forest
7,FALSE,2021-01-02T16:27:01Z,Isolation Forest
4,TRUE,2021-01-02T16:37:18Z,LSTM
16,FALSE,2021-01-02T16:47:18Z,LSTM
13,FALSE,2021-01-02T16:57:18Z,LSTM
14,FALSE,2021-01-02T17:07:18Z,LSTM
12,FALSE,2021-01-02T17:17:18Z,LSTM
13,FALSE,2021-01-02T17:27:18Z,LSTM
4,FALSE,2021-01-02T16:37:18Z,Isolation Forest
16,FALSE,2021-01-02T16:47:18Z,Isolation Forest
13,FALSE,2021-01-02T16:57:18Z,Isolation Forest
14,FALSE,2021-01-02T17:07:18Z,Isolation Forest
12,FALSE,2021-01-02T17:17:18Z,Isolation Forest
13,FALSE,2021-01-02T17:27:18Z,Isolation Forest
4,TRUE,2021-01-02T16:37:18Z,GRU
16,FALSE,2021-01-02T16:47:18Z,GRU
13,FALSE,2021-01-02T16:57:18Z,GRU
14,FALSE,2021-01-02T17:07:18Z,GRU
12,FALSE,2021-01-02T17:17:18Z,GRU
13,FALSE,2021-01-02T17:27:18Z,GRU
4,TRUE,2021-01-02T16:37:18Z,DNN
16,FALSE,2021-01-02T16:47:18Z,DNN
13,FALSE,2021-01-02T16:57:18Z,DNN
14,FALSE,2021-01-02T17:07:18Z,DNN
12,FALSE,2021-01-02T17:17:18Z,DNN
13,FALSE,2021-01-02T17:27:18Z,DNN
11,FALSE,2021-01-02T17:37:37Z,DNN
10,FALSE,2021-01-02T17:47:37Z,DNN
9,FALSE,2021-01-02T17:57:37Z,DNN
13,FALSE,2021-01-02T18:07:36Z,DNN
65,TRUE,2021-01-02T18:17:36Z,DNN
7,FALSE,2021-01-02T18:27:36Z,DNN
11,FALSE,2021-01-02T17:37:37Z,Isolation Forest
10,FALSE,2021-01-02T17:47:37Z,Isolation Forest
9,FALSE,2021-01-02T17:57:37Z,Isolation Forest
13,FALSE,2021-01-02T18:07:36Z,Isolation Forest
65,FALSE,2021-01-02T18:17:36Z,Isolation Forest
7,FALSE,2021-01-02T18:27:36Z,Isolation Forest
11,FALSE,2021-01-02T17:37:37Z,GRU
10,FALSE,2021-01-02T17:47:37Z,GRU
9,FALSE,2021-01-02T17:57:37Z,GRU
13,FALSE,2021-01-02T18:07:36Z,GRU
65,TRUE,2021-01-02T18:17:36Z,GRU
7,FALSE,2021-01-02T18:27:36Z,GRU
6,FALSE,2021-01-02T18:37:57Z,LSTM
8,FALSE,2021-01-02T18:47:57Z,LSTM
8,FALSE,2021-01-02T18:57:57Z,LSTM
7,FALSE,2021-01-02T19:07:57Z,LSTM
11,FALSE,2021-01-02T19:17:57Z,LSTM
14,TRUE,2021-01-02T19:27:57Z,LSTM
6,FALSE,2021-01-02T18:37:57Z,GRU
8,FALSE,2021-01-02T18:47:57Z,GRU
8,FALSE,2021-01-02T18:57:57Z,GRU
7,FALSE,2021-01-02T19:07:57Z,GRU
11,FALSE,2021-01-02T19:17:57Z,GRU
14,TRUE,2021-01-02T19:27:57Z,GRU
6,TRUE,2021-01-02T18:37:57Z,DNN
8,FALSE,2021-01-02T18:47:57Z,DNN
8,FALSE,2021-01-02T18:57:57Z,DNN
7,FALSE,2021-01-02T19:07:57Z,DNN
11,FALSE,2021-01-02T19:17:57Z,DNN
14,FALSE,2021-01-02T19:27:57Z,DNN
6,FALSE,2021-01-02T18:37:57Z,Isolation Forest
8,FALSE,2021-01-02T18:47:57Z,Isolation Forest
8,FALSE,2021-01-02T18:57:57Z,Isolation Forest
7,FALSE,2021-01-02T19:07:57Z,Isolation Forest
11,FALSE,2021-01-02T19:17:57Z,Isolation Forest
14,FALSE,2021-01-02T19:27:57Z,Isolation Forest
14,FALSE,2021-01-02T19:38:09Z,GRU
12,FALSE,2021-01-02T19:48:09Z,GRU
13,FALSE,2021-01-02T19:58:09Z,GRU
10,FALSE,2021-01-02T20:07:36Z,GRU
48,TRUE,2021-01-02T20:17:36Z,GRU
7,FALSE,2021-01-02T20:27:36Z,GRU
14,FALSE,2021-01-02T19:38:09Z,DNN
12,FALSE,2021-01-02T19:48:09Z,DNN
13,FALSE,2021-01-02T19:58:09Z,DNN
10,FALSE,2021-01-02T20:07:36Z,DNN
48,TRUE,2021-01-02T20:17:36Z,DNN
7,FALSE,2021-01-02T20:27:36Z,DNN
14,FALSE,2021-01-02T19:38:09Z,LSTM
12,FALSE,2021-01-02T19:48:09Z,LSTM
13,FALSE,2021-01-02T19:58:09Z,LSTM
10,FALSE,2021-01-02T20:07:36Z,LSTM
48,TRUE,2021-01-02T20:17:36Z,LSTM
7,FALSE,2021-01-02T20:27:36Z,LSTM
14,FALSE,2021-01-02T19:38:09Z,Isolation Forest
12,FALSE,2021-01-02T19:48:09Z,Isolation Forest
13,FALSE,2021-01-02T19:58:09Z,Isolation Forest
10,FALSE,2021-01-02T20:07:36Z,Isolation Forest
48,FALSE,2021-01-02T20:17:36Z,Isolation Forest
7,FALSE,2021-01-02T20:27:36Z,Isolation Forest
6,FALSE,2021-01-02T20:37:52Z,LSTM
6,FALSE,2021-01-02T20:47:52Z,LSTM
12,TRUE,2021-01-02T20:57:52Z,LSTM
11,FALSE,2021-01-02T21:07:52Z,LSTM
8,FALSE,2021-01-02T21:17:52Z,LSTM
10,FALSE,2021-01-02T21:27:52Z,LSTM
6,FALSE,2021-01-02T20:37:52Z,GRU
6,FALSE,2021-01-02T20:47:52Z,GRU
12,TRUE,2021-01-02T20:57:52Z,GRU
11,FALSE,2021-01-02T21:07:52Z,GRU
8,FALSE,2021-01-02T21:17:52Z,GRU
10,FALSE,2021-01-02T21:27:52Z,GRU
6,FALSE,2021-01-02T20:37:52Z,DNN
6,FALSE,2021-01-02T20:47:52Z,DNN
12,FALSE,2021-01-02T20:57:52Z,DNN
11,FALSE,2021-01-02T21:07:52Z,DNN
8,FALSE,2021-01-02T21:17:52Z,DNN
10,FALSE,2021-01-02T21:27:52Z,DNN
6,FALSE,2021-01-02T20:37:52Z,Isolation Forest
6,FALSE,2021-01-02T20:47:52Z,Isolation Forest
12,FALSE,2021-01-02T20:57:52Z,Isolation Forest
11,FALSE,2021-01-02T21:07:52Z,Isolation Forest
8,FALSE,2021-01-02T21:17:52Z,Isolation Forest
10,FALSE,2021-01-02T21:27:52Z,Isolation Forest
8,FALSE,2021-01-02T21:38:04Z,LSTM
8,FALSE,2021-01-02T21:48:04Z,LSTM
4,FALSE,2021-01-02T21:58:04Z,LSTM
4,FALSE,2021-01-02T22:08:04Z,LSTM
4,FALSE,2021-01-02T22:18:04Z,LSTM
4,FALSE,2021-01-02T22:28:04Z,LSTM
8,FALSE,2021-01-02T21:38:04Z,GRU
8,FALSE,2021-01-02T21:48:04Z,GRU
4,FALSE,2021-01-02T21:58:04Z,GRU
4,FALSE,2021-01-02T22:08:04Z,GRU
4,FALSE,2021-01-02T22:18:04Z,GRU
4,FALSE,2021-01-02T22:28:04Z,GRU
8,FALSE,2021-01-02T21:38:04Z,DNN
8,FALSE,2021-01-02T21:48:04Z,DNN
4,FALSE,2021-01-02T21:58:04Z,DNN
4,FALSE,2021-01-02T22:08:04Z,DNN
4,FALSE,2021-01-02T22:18:04Z,DNN
4,FALSE,2021-01-02T22:28:04Z,DNN
8,FALSE,2021-01-02T21:38:04Z,Isolation Forest
8,FALSE,2021-01-02T21:48:04Z,Isolation Forest
4,FALSE,2021-01-02T21:58:04Z,Isolation Forest
4,FALSE,2021-01-02T22:08:04Z,Isolation Forest
4,FALSE,2021-01-02T22:18:04Z,Isolation Forest
4,FALSE,2021-01-02T22:28:04Z,Isolation Forest
4,FALSE,2021-01-02T22:38:21Z,LSTM
4,FALSE,2021-01-02T22:48:21Z,LSTM
4,FALSE,2021-01-02T22:58:21Z,LSTM
4,FALSE,2021-01-02T23:08:21Z,LSTM
4,FALSE,2021-01-02T23:18:21Z,LSTM
4,FALSE,2021-01-02T23:28:21Z,LSTM
4,FALSE,2021-01-02T22:38:21Z,GRU
4,FALSE,2021-01-02T22:48:21Z,GRU
4,FALSE,2021-01-02T22:58:21Z,GRU
4,FALSE,2021-01-02T23:08:21Z,GRU
4,FALSE,2021-01-02T23:18:21Z,GRU
4,FALSE,2021-01-02T23:28:21Z,GRU
4,FALSE,2021-01-02T22:38:21Z,DNN
4,FALSE,2021-01-02T22:48:21Z,DNN
4,FALSE,2021-01-02T22:58:21Z,DNN
4,FALSE,2021-01-02T23:08:21Z,DNN
4,FALSE,2021-01-02T23:18:21Z,DNN
4,FALSE,2021-01-02T23:28:21Z,DNN
4,FALSE,2021-01-02T22:38:21Z,Isolation Forest
4,FALSE,2021-01-02T22:48:21Z,Isolation Forest
4,FALSE,2021-01-02T22:58:21Z,Isolation Forest
4,FALSE,2021-01-02T23:08:21Z,Isolation Forest
4,FALSE,2021-01-02T23:18:21Z,Isolation Forest
4,FALSE,2021-01-02T23:28:21Z,Isolation Forest
6,TRUE,2021-01-02T23:38:42Z,LSTM
4,FALSE,2021-01-02T23:48:42Z,LSTM
4,FALSE,2021-01-02T23:58:42Z,LSTM
4,FALSE,2021-01-03T00:08:42Z,LSTM
4,FALSE,2021-01-03T00:18:42Z,LSTM
4,FALSE,2021-01-03T00:28:42Z,LSTM
6,TRUE,2021-01-02T23:38:42Z,GRU
4,FALSE,2021-01-02T23:48:42Z,GRU
4,FALSE,2021-01-02T23:58:42Z,GRU
4,FALSE,2021-01-03T00:08:42Z,GRU
4,FALSE,2021-01-03T00:18:42Z,GRU
4,FALSE,2021-01-03T00:28:42Z,GRU
6,FALSE,2021-01-02T23:38:42Z,Isolation Forest
4,FALSE,2021-01-02T23:48:42Z,Isolation Forest
4,FALSE,2021-01-02T23:58:42Z,Isolation Forest
4,FALSE,2021-01-03T00:08:42Z,Isolation Forest
4,FALSE,2021-01-03T00:18:42Z,Isolation Forest
4,FALSE,2021-01-03T00:28:42Z,Isolation Forest
4,FALSE,2021-01-03T00:38:59Z,LSTM
4,FALSE,2021-01-03T00:48:59Z,LSTM
4,FALSE,2021-01-03T00:58:59Z,LSTM
3,TRUE,2021-01-03T01:08:59Z,LSTM
4,FALSE,2021-01-03T01:18:59Z,LSTM
4,FALSE,2021-01-03T01:28:59Z,LSTM
4,FALSE,2021-01-03T00:38:59Z,GRU
4,FALSE,2021-01-03T00:48:59Z,GRU
4,FALSE,2021-01-03T00:58:59Z,GRU
3,TRUE,2021-01-03T01:08:59Z,GRU
4,FALSE,2021-01-03T01:18:59Z,GRU
4,FALSE,2021-01-03T01:28:59Z,GRU
4,FALSE,2021-01-03T00:38:59Z,DNN
4,FALSE,2021-01-03T00:48:59Z,DNN
4,FALSE,2021-01-03T00:58:59Z,DNN
3,TRUE,2021-01-03T01:08:59Z,DNN
4,FALSE,2021-01-03T01:18:59Z,DNN
4,FALSE,2021-01-03T01:28:59Z,DNN
4,FALSE,2021-01-03T00:38:59Z,Isolation Forest
4,FALSE,2021-01-03T00:48:59Z,Isolation Forest
4,FALSE,2021-01-03T00:58:59Z,Isolation Forest
3,FALSE,2021-01-03T01:08:59Z,Isolation Forest
4,FALSE,2021-01-03T01:18:59Z,Isolation Forest
4,FALSE,2021-01-03T01:28:59Z,Isolation Forest
4,FALSE,2021-01-03T01:39:16Z,LSTM
6,FALSE,2021-01-03T01:49:16Z,LSTM
4,FALSE,2021-01-03T01:59:16Z,LSTM
4,FALSE,2021-01-03T02:09:16Z,LSTM
4,FALSE,2021-01-03T02:19:48Z,LSTM
2,TRUE,2021-01-03T02:29:48Z,LSTM
4,FALSE,2021-01-03T01:39:16Z,GRU
6,FALSE,2021-01-03T01:49:16Z,GRU
4,FALSE,2021-01-03T01:59:16Z,GRU
4,FALSE,2021-01-03T02:09:16Z,GRU
4,FALSE,2021-01-03T02:19:48Z,GRU
2,TRUE,2021-01-03T02:29:48Z,GRU
4,FALSE,2021-01-03T01:39:16Z,Isolation Forest
6,FALSE,2021-01-03T01:49:16Z,Isolation Forest
4,FALSE,2021-01-03T01:59:16Z,Isolation Forest
4,FALSE,2021-01-03T02:09:16Z,Isolation Forest
4,FALSE,2021-01-03T02:19:48Z,Isolation Forest
2,FALSE,2021-01-03T02:29:48Z,Isolation Forest
4,FALSE,2021-01-03T01:39:16Z,DNN
6,FALSE,2021-01-03T01:49:16Z,DNN
4,FALSE,2021-01-03T01:59:16Z,DNN
4,FALSE,2021-01-03T02:09:16Z,DNN
4,FALSE,2021-01-03T02:19:48Z,DNN
2,TRUE,2021-01-03T02:29:48Z,DNN
3,FALSE,2021-01-03T02:40:06Z,LSTM
1,FALSE,2021-01-03T02:50:06Z,LSTM
1,FALSE,2021-01-03T03:00:06Z,LSTM
1,FALSE,2021-01-03T03:10:06Z,LSTM
3,FALSE,2021-01-03T03:20:06Z,LSTM
1,FALSE,2021-01-03T03:30:06Z,LSTM
3,FALSE,2021-01-03T02:40:06Z,Isolation Forest
1,FALSE,2021-01-03T02:50:06Z,Isolation Forest
1,FALSE,2021-01-03T03:00:06Z,Isolation Forest
1,FALSE,2021-01-03T03:10:06Z,Isolation Forest
3,FALSE,2021-01-03T03:20:06Z,Isolation Forest
1,FALSE,2021-01-03T03:30:06Z,Isolation Forest
3,FALSE,2021-01-03T02:40:06Z,DNN
1,FALSE,2021-01-03T02:50:06Z,DNN
1,FALSE,2021-01-03T03:00:06Z,DNN
1,FALSE,2021-01-03T03:10:06Z,DNN
3,FALSE,2021-01-03T03:20:06Z,DNN
1,FALSE,2021-01-03T03:30:06Z,DNN
3,FALSE,2021-01-03T02:40:06Z,GRU
1,FALSE,2021-01-03T02:50:06Z,GRU
1,FALSE,2021-01-03T03:00:06Z,GRU
1,FALSE,2021-01-03T03:10:06Z,GRU
3,FALSE,2021-01-03T03:20:06Z,GRU
1,FALSE,2021-01-03T03:30:06Z,GRU
1,FALSE,2021-01-03T03:40:24Z,LSTM
1,FALSE,2021-01-03T03:50:24Z,LSTM
1,FALSE,2021-01-03T04:00:24Z,LSTM
1,FALSE,2021-01-03T04:10:24Z,LSTM
1,FALSE,2021-01-03T04:20:24Z,LSTM
1,FALSE,2021-01-03T04:30:24Z,LSTM
1,FALSE,2021-01-03T03:40:24Z,Isolation Forest
1,FALSE,2021-01-03T03:50:24Z,Isolation Forest
1,FALSE,2021-01-03T04:00:24Z,Isolation Forest
1,FALSE,2021-01-03T04:10:24Z,Isolation Forest
1,FALSE,2021-01-03T04:20:24Z,Isolation Forest
1,FALSE,2021-01-03T04:30:24Z,Isolation Forest
1,FALSE,2021-01-03T03:40:24Z,DNN
1,FALSE,2021-01-03T03:50:24Z,DNN
1,FALSE,2021-01-03T04:00:24Z,DNN
1,FALSE,2021-01-03T04:10:24Z,DNN
1,FALSE,2021-01-03T04:20:24Z,DNN
1,FALSE,2021-01-03T04:30:24Z,DNN
1,FALSE,2021-01-03T03:40:24Z,GRU
1,FALSE,2021-01-03T03:50:24Z,GRU
1,FALSE,2021-01-03T04:00:24Z,GRU
1,FALSE,2021-01-03T04:10:24Z,GRU
1,FALSE,2021-01-03T04:20:24Z,GRU
1,FALSE,2021-01-03T04:30:24Z,GRU
1,FALSE,2021-01-03T04:40:44Z,DNN
1,FALSE,2021-01-03T04:50:44Z,DNN
1,FALSE,2021-01-03T05:00:44Z,DNN
1,FALSE,2021-01-03T05:10:44Z,DNN
1,FALSE,2021-01-03T05:20:44Z,DNN
1,FALSE,2021-01-03T05:30:44Z,DNN
1,FALSE,2021-01-03T04:40:44Z,LSTM
1,FALSE,2021-01-03T04:50:44Z,LSTM
1,FALSE,2021-01-03T05:00:44Z,LSTM
1,FALSE,2021-01-03T05:10:44Z,LSTM
1,FALSE,2021-01-03T05:20:44Z,LSTM
1,FALSE,2021-01-03T05:30:44Z,LSTM
1,FALSE,2021-01-03T04:40:44Z,GRU
1,FALSE,2021-01-03T04:50:44Z,GRU
1,FALSE,2021-01-03T05:00:44Z,GRU
1,FALSE,2021-01-03T05:10:44Z,GRU
1,FALSE,2021-01-03T05:20:44Z,GRU
1,FALSE,2021-01-03T05:30:44Z,GRU
1,FALSE,2021-01-03T05:41:04Z,LSTM
1,FALSE,2021-01-03T05:51:04Z,LSTM
1,FALSE,2021-01-03T06:01:04Z,LSTM
1,FALSE,2021-01-03T06:11:04Z,LSTM
1,FALSE,2021-01-03T06:21:04Z,LSTM
1,FALSE,2021-01-03T06:31:05Z,LSTM
1,FALSE,2021-01-03T05:41:04Z,GRU
1,FALSE,2021-01-03T05:51:04Z,GRU
1,FALSE,2021-01-03T06:01:04Z,GRU
1,FALSE,2021-01-03T06:11:04Z,GRU
1,FALSE,2021-01-03T06:21:04Z,GRU
1,FALSE,2021-01-03T06:31:05Z,GRU
1,FALSE,2021-01-03T05:41:04Z,DNN
1,FALSE,2021-01-03T05:51:04Z,DNN
1,FALSE,2021-01-03T06:01:04Z,DNN
1,FALSE,2021-01-03T06:11:04Z,DNN
1,FALSE,2021-01-03T06:21:04Z,DNN
1,FALSE,2021-01-03T06:31:05Z,DNN
1,FALSE,2021-01-03T05:41:04Z,Isolation Forest
1,FALSE,2021-01-03T05:51:04Z,Isolation Forest
1,FALSE,2021-01-03T06:01:04Z,Isolation Forest
1,FALSE,2021-01-03T06:11:04Z,Isolation Forest
1,FALSE,2021-01-03T06:21:04Z,Isolation Forest
1,FALSE,2021-01-03T06:31:05Z,Isolation Forest
4,FALSE,2021-01-03T06:41:17Z,LSTM
3,FALSE,2021-01-03T06:51:17Z,LSTM
3,FALSE,2021-01-03T07:01:17Z,LSTM
1,FALSE,2021-01-03T07:11:17Z,LSTM
1,FALSE,2021-01-03T07:21:17Z,LSTM
3,FALSE,2021-01-03T07:31:17Z,LSTM
4,FALSE,2021-01-03T06:41:17Z,GRU
3,FALSE,2021-01-03T06:51:17Z,GRU
3,FALSE,2021-01-03T07:01:17Z,GRU
1,FALSE,2021-01-03T07:11:17Z,GRU
1,FALSE,2021-01-03T07:21:17Z,GRU
3,FALSE,2021-01-03T07:31:17Z,GRU
4,FALSE,2021-01-03T06:41:17Z,DNN
3,FALSE,2021-01-03T06:51:17Z,DNN
3,FALSE,2021-01-03T07:01:17Z,DNN
1,FALSE,2021-01-03T07:11:17Z,DNN
1,FALSE,2021-01-03T07:21:17Z,DNN
3,FALSE,2021-01-03T07:31:17Z,DNN
4,FALSE,2021-01-03T06:41:17Z,Isolation Forest
3,FALSE,2021-01-03T06:51:17Z,Isolation Forest
3,FALSE,2021-01-03T07:01:17Z,Isolation Forest
1,FALSE,2021-01-03T07:11:17Z,Isolation Forest
1,FALSE,2021-01-03T07:21:17Z,Isolation Forest
3,FALSE,2021-01-03T07:31:17Z,Isolation Forest
4,FALSE,2021-01-03T07:41:30Z,LSTM
4,FALSE,2021-01-03T07:51:30Z,LSTM
8,TRUE,2021-01-03T08:01:30Z,LSTM
4,FALSE,2021-01-03T08:11:30Z,LSTM
4,FALSE,2021-01-03T08:21:30Z,LSTM
4,FALSE,2021-01-03T08:32:38Z,LSTM
4,FALSE,2021-01-03T07:41:30Z,GRU
4,FALSE,2021-01-03T07:51:30Z,GRU
8,TRUE,2021-01-03T08:01:30Z,GRU
4,FALSE,2021-01-03T08:11:30Z,GRU
4,FALSE,2021-01-03T08:21:30Z,GRU
4,FALSE,2021-01-03T08:32:38Z,GRU
4,FALSE,2021-01-03T07:41:30Z,DNN
4,FALSE,2021-01-03T07:51:30Z,DNN
8,TRUE,2021-01-03T08:01:30Z,DNN
4,FALSE,2021-01-03T08:11:30Z,DNN
4,FALSE,2021-01-03T08:21:30Z,DNN
4,FALSE,2021-01-03T08:32:38Z,DNN
4,FALSE,2021-01-03T07:41:30Z,Isolation Forest
4,FALSE,2021-01-03T07:51:30Z,Isolation Forest
8,FALSE,2021-01-03T08:01:30Z,Isolation Forest
4,FALSE,2021-01-03T08:11:30Z,Isolation Forest
4,FALSE,2021-01-03T08:21:30Z,Isolation Forest
4,FALSE,2021-01-03T08:32:38Z,Isolation Forest
4,FALSE,2021-01-03T08:42:52Z,LSTM
4,FALSE,2021-01-03T08:52:52Z,LSTM
6,FALSE,2021-01-03T09:02:52Z,LSTM
6,FALSE,2021-01-03T09:12:52Z,LSTM
14,TRUE,2021-01-03T09:22:52Z,LSTM
10,FALSE,2021-01-03T09:32:52Z,LSTM
4,FALSE,2021-01-03T08:42:52Z,GRU
4,FALSE,2021-01-03T08:52:52Z,GRU
6,FALSE,2021-01-03T09:02:52Z,GRU
6,FALSE,2021-01-03T09:12:52Z,GRU
14,TRUE,2021-01-03T09:22:52Z,GRU
10,FALSE,2021-01-03T09:32:52Z,GRU
4,FALSE,2021-01-03T08:42:52Z,DNN
4,FALSE,2021-01-03T08:52:52Z,DNN
6,FALSE,2021-01-03T09:02:52Z,DNN
6,FALSE,2021-01-03T09:12:52Z,DNN
14,FALSE,2021-01-03T09:22:52Z,DNN
10,FALSE,2021-01-03T09:32:52Z,DNN
4,FALSE,2021-01-03T08:42:52Z,Isolation Forest
4,FALSE,2021-01-03T08:52:52Z,Isolation Forest
6,FALSE,2021-01-03T09:02:52Z,Isolation Forest
6,FALSE,2021-01-03T09:12:52Z,Isolation Forest
14,FALSE,2021-01-03T09:22:52Z,Isolation Forest
10,FALSE,2021-01-03T09:32:52Z,Isolation Forest
1,FALSE,2021-01-03T09:43:11Z,LSTM
4,FALSE,2021-01-03T09:53:11Z,LSTM
1,FALSE,2021-01-03T10:03:11Z,LSTM
38,TRUE,2021-01-03T10:13:11Z,LSTM
4,FALSE,2021-01-03T10:23:11Z,LSTM
1,FALSE,2021-01-03T10:33:11Z,LSTM
1,FALSE,2021-01-03T09:43:11Z,GRU
4,FALSE,2021-01-03T09:53:11Z,GRU
1,FALSE,2021-01-03T10:03:11Z,GRU
38,TRUE,2021-01-03T10:13:11Z,GRU
4,FALSE,2021-01-03T10:23:11Z,GRU
1,FALSE,2021-01-03T10:33:11Z,GRU
1,FALSE,2021-01-03T09:43:11Z,DNN
4,FALSE,2021-01-03T09:53:11Z,DNN
